# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.200805544468232,0.48670125911680434,3.126379898652129,0,3.0,47.21193594602823,180.0,0.0,0.4113048621971295
 0.017276775233361116,2.2012526085393676,0.4867256776858081,3.126379898652129,0.051830325700083356,3.0000000000000004,47.21193594602823,-179.99289397834343,144.4845379826054,1.746434307758707
 0.029482755585299513,2.202105611357104,0.4867986551846826,4.889955330426708,0.08844826675589855,3.0000000000000004,10.230979109624373,-179.97157703549698,52.28159522212323,2.9926994864362215
 0.041353141504424706,2.2033610565565533,0.4869197743012227,5.5105580421808025,0.12405942451327412,2.999999999999999,3.7809293057178737,-179.936052537653,26.982940298107454,4.236127896029333
 0.053091796316534864,2.205015447772824,0.4870886177232229,5.827301464156063,0.15927538894960458,2.9999999999999987,1.8009668713420364,-179.88632609454157,16.47815800840575,5.481742402303236
 0.06475242013027988,2.2070652886410267,0.4873047681384782,6.019447065835532,0.19425726039083965,3.0000000000000036,0.9967043401403552,-179.82240555854446,11.116023917846634,6.731383968237421
 0.07635546275238442,2.2095070827962715,0.48756780823478313,6.14842676514264,0.22906638825715328,3.0,0.6092796718576281,-179.74430102345525,8.010633570261259,7.985862212379099
 0.08791040799382474,2.2123373338736685,0.48787732069993267,6.240989197396252,0.26373122398147425,3.0,0.39980213494590505,-179.65202482288552,6.051113531195642,9.245556934334342
 0.09942223960380238,2.2155525455083267,0.48823288822172134,6.310648597420233,0.29826671881140715,2.9999999999999987,0.27665359644800097,-179.545591528317,4.735188105893545,10.510641388391141
 0.11089381180009346,2.219149221335357,0.48863409348794407,6.36496864964001,0.3326814354002804,3.0,0.19950838291983672,-179.42501794680075,3.808622489245665,11.781179169359202
 0.1223268633275722,2.2231238649898697,0.48908051918639556,6.40851282680827,0.3669805899827166,2.9999999999999987,0.14870801878811027,-179.290323118303,3.1314539489295528,13.05717107524162
 0.1337225021491022,2.2274729801069735,0.4895717480048705,6.444197744996525,0.4011675064473066,3.0,0.11388079808061226,-179.14152831269863,2.6214406051062342,14.338579709941925
 0.14508145746972292,2.23219307032178,0.4901073626311637,6.473974571705589,0.43524437240916874,2.9999999999999973,0.08919816948083387,-178.97865702641224,2.2276713726228397,15.625343263234743
 0.1564042197747521,2.2372806392693985,0.49068694575307,6.499197965151515,0.4692126593242563,3.0000000000000027,0.0712111633102719,-178.80173497870814,1.9172554940960553,16.917383646787506
 0.16769112294289967,2.2427321905849382,0.4913100800583839,6.520837842261976,0.503073368828699,3.0,0.057789133197128494,-178.61079010762845,1.6681731891324816,18.214611513681554
 0.1789423945877846,2.2485442279035097,0.4919763482349004,6.539606911963619,0.5368271837633538,3.0,0.04756697020306991,-178.40585256558197,1.465230384175114,19.516929473492134
 0.19015818810167004,2.254713254860224,0.49268533297041406,6.556040633402798,0.5704745643050101,2.9999999999999973,0.039642245245078464,-178.1869547145822,1.297667231564872,20.824234219112288
 0.2013386037171995,2.2612357750901886,0.49343661695271973,6.570549092382347,0.6040158111515985,3.000000000000005,0.03340196443230578,-177.9541311211374,1.157690342113757,22.136417974487163
 0.21248370274043843,2.2681082922285163,0.49422978286961217,6.583451665883452,0.6374511082213153,3.0000000000000027,0.02841970734852917,-177.70741855079194,1.039542288460048,23.45336950548096
 0.22359351740525096,2.2753273099103155,0.4950644134088862,6.595000788044478,0.670780552215753,3.0,0.024392537102238404,-177.44685596232068,0.9388947645125875,24.774974842109593
 0.2346680578434339,2.2828893317706966,0.4959400912583364,6.605398616081271,0.7040041735303018,3.0000000000000027,0.02110117260471734,-177.17248450157678,0.8524428278681212,26.101117805670977
 0.24570731710916272,2.290790861444769,0.4968563991057576,6.6148089534673185,0.7371219513274883,3.0000000000000027,0.018384200756342388,-176.88434749499464,0.7776275024765937,27.431680401284403
 0.25671127486279594,2.299028402567644,0.49781291963894453,6.623365933652634,0.7701338245883879,2.999999999999995,0.016120995796818794,-176.58249044274774,0.7124423403665012,28.766543115595915
 0.2676799001131781,2.30759845877443,0.498809235545692,6.63118044669662,0.8030397003395343,2.999999999999995,0.014220166180949588,-176.2669610115638,0.6552960957063838,30.10558514678477
 0.2786131532873355,2.3164975337002387,0.49984492951379467,6.638344964815015,0.8358394598620065,3.0,0.012611603621737414,-175.93780902719786,0.6049136499798913,31.448684585470637
 0.28951098781210277,2.325722130980179,0.5009195842310474,6.644937213674269,0.8685329634363084,3.000000000000005,0.011240909504373491,-175.5950864665638,0.5602634706414572,32.79571855927094
 0.30037335133656595,2.3352687542493604,0.5020327823852448,6.651022999161853,0.901120054009698,3.0000000000000053,0.01006542974003408,-175.23884744952701,0.5205037853585515,34.146563350535324
 0.31120018668670113,2.3451339071428943,0.5031841066641819,6.656658407945051,0.9336005600601035,3.0,0.00905139461117369,-174.8691482303578,0.48494214280725156,35.50109449361722
 0.3219914326179506,2.3553140932958896,0.5043731397556531,6.661891537870513,0.9659742978538519,3.0,0.008171829806264828,-174.48604718884866,0.45300468919586323,36.85918685676328
 0.33274702441367277,2.3658058163434568,0.5055994643474534,6.66676387138905,0.9982410732410183,2.99999999999999,0.007405012424498523,-174.08960482109507,0.4242125774160641,38.22071471204164
 0.34346689436480593,2.376605579920706,0.5068626631273774,6.6713113750505855,1.0304006830944177,2.99999999999999,0.00673331021738434,-173.67988372994262,0.3981636793366976,39.58555179608071
