# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.2,0.49,-179.9314096353649,0,3.0,158.0597880424777,180.0,0.0,0.0
 0.011968342285123066,2.19978513832838,0.4899997427830188,-179.9314096353649,0.03590502685536919,2.9999999999999996,158.0597880424777,180.0,59588.92640483489,0.0
 0.014981967541256193,2.199906963221473,0.4899989928126624,-0.35271603589627964,0.044945902623768574,3.0,12.121756548665152,180.0,25.062972987377737,0.0
 0.022985537145826164,2.200362774964614,0.4899977826098119,-0.15212278709434499,0.06895661143747848,3.0,0.9237890809965972,180.0,3.4750718895040227,0.0
 0.032451019085735014,2.2011498738431365,0.48999614469534825,-0.11922955688435972,0.09735305725720504,3.000000000000001,0.271873864782727,180.0,1.491197918004646,0.0
 0.04238939420220363,2.202265560142374,0.48999411159015227,-0.10440947260233255,0.1271681826066109,2.999999999999999,0.12542661563493024,180.0,0.9074061873583542,0.0
 0.05251582051990945,2.203707134147661,0.48999171581510514,-0.09522069070581782,0.15754746155972832,2.9999999999999987,0.07315171967594424,180.0,0.6581691569369222,0.0
 0.06272496158773577,2.2054718961443305,0.48998898989108775,-0.08850134893615645,0.18817488476320732,3.000000000000002,0.049179059013509455,180.0,0.5294575043921096,2.7742515428326907e-12
 0.07296978221470156,2.2075571464177175,0.489985966338981,-0.08307715177405835,0.2189093466441047,3.0000000000000013,0.0362849694852732,180.00000000000003,0.45488417120774566,-2.771088436428605e-12
 0.0832262969678121,2.2099601852531547,0.48998267767966597,-0.07841162556110963,0.2496788909034363,3.0,0.02853816254021813,180.0,0.40828518179166545,0.0
 0.09348103096034116,2.212678312935977,0.4899791564340235,-0.07422476962874473,0.28044309288102354,3.000000000000004,0.023491155447523015,180.0,0.37762356254285523,0.0
 0.10372583678279367,2.215708829751517,0.48997543512293473,-0.07035608955651043,0.31117751034838104,2.9999999999999987,0.019994510736142737,180.0,0.35672314858243914,0.0
 0.11395549517784229,2.2190490359851105,0.48997154626728046,-0.06670693360490591,0.3418664855335269,2.9999999999999987,0.017453052156768057,180.0,0.34214605491160455,0.0
 0.12416650240316447,2.2226962319220895,0.4899675223879418,-0.06321327776608804,0.37249950720949343,2.9999999999999987,0.015534092016018823,180.0,0.3318536275642492,2.789201067796758e-12
 0.1343564129687928,2.226647717847789,0.4899633960057997,-0.059831718980329004,0.4030692389063784,2.9999999999999987,0.014039786887980138,180.00000000000003,0.32457415525496286,-2.7954726967372026e-12
 0.14452346252129855,2.230900794047542,0.489959199641735,-0.056531757460389104,0.4335703875638956,2.9999999999999947,0.012846405239867093,180.0,0.31948075323759856,0.0
 0.15466634099854765,2.235452760806684,0.48995496581662884,-0.05329130300448014,0.4639990229956429,3.0,0.011873153085378514,180.0,0.3160168463605738,0.0
 0.16478405063125676,2.240300918410547,0.4899507270513621,-0.050093936313959406,0.4943521518937702,2.9999999999999973,0.011065364147216157,180.0,0.3137966789885729,0.0
 0.17487581397882834,2.2454425671444658,0.48994651586681576,-0.04692717449035284,0.524627441936485,3.0000000000000084,0.010384863357806227,180.0,0.3125461031114191,-2.8237604169359183e-12
 0.1849410125912675,2.2508750072937738,0.4899423647838708,-0.04378133588699252,0.5548230377738025,3.0,0.009804288822590735,179.99999999999997,0.3120660215083299,2.8313742215918696e-12
 0.19497914503369138,2.256595539143805,0.48993830632340823,-0.0406487758323116,0.5849374351010741,2.9999999999999973,0.0093035414732323,180.0,0.3122090896719916,0.0
 0.20498979750411928,2.262601462979894,0.489934373006309,-0.03752335913749663,0.6149693925123578,3.0000000000000027,0.008867569108568424,180.0,0.3128644475217428,0.0
 0.21497262284934596,2.268890079087374,0.489930597353454,-0.03440008800115624,0.6449178685480379,3.0000000000000027,0.008484871252131444,180.0,0.31394746686665953,0.0
 0.2249273253073199,2.275458687751579,0.48992701188572435,-0.03127483438106401,0.6747819759219598,3.0000000000000027,0.008146528659800567,180.0,0.3153927136750438,2.863266365618577e-12
 0.2348536492329194,2.2823045892578424,0.4899236491240008,-0.028144144141351666,0.7045609476987582,2.9999999999999942,0.007845517601616375,180.00000000000003,0.31714902432059955,-2.871540655429037e-12
 0.2447513706448273,2.289425083891499,0.4899205415891646,-0.02500509145256797,0.7342541119344819,2.9999999999999973,0.007576235514460582,180.0,0.31917599615610137,-2.8799209006325834e-12
 0.2546202908030723,2.296817471937882,0.48991772180209653,-0.021855169030075092,0.763860872409217,3.0000000000000084,0.007334165250227706,179.99999999999997,0.3214414509987685,0.0
 0.2644602312700685,2.3044790536823254,0.48991522228367756,-0.01869220428862233,0.7933806938102055,2.999999999999989,0.007115612400415325,179.99999999999997,0.32391957072639616,5.79396438752471e-12
 0.2742710300701441,2.3124071294101642,0.4899130755547888,-0.015514294552818808,0.8228130902104323,3.0000000000000058,0.0069175438856653925,180.00000000000003,0.3265895107827115,-2.9056570499974355e-12
 0.2840525386726232,2.32059899940673,0.48991131413631106,-0.01231975644361827,0.8521576160178697,3.0000000000000058,0.00673742699619816,180.0,0.32943435778467944,0.0
 0.29380461959943355,2.329051963957358,0.48990997054912544,-0.009107085926430282,0.8814138587983007,3.0,0.0065731513155018045,180.0,0.33244033342706875,0.0
 0.303527144511295,2.3377633233473825,0.4899090773141128,-0.005874926502978086,0.910581433533885,3.0,0.006422919372935438,180.0,0.33559618484662207,0.0
